"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","FA18","650","494","75.7%","88.1%","4.57","B+ (3.32)","B (3.23)"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (0)","FA18","55","17","47.1%","76.5%","4.97","B (3.06)","B (3.13)"
"Pedler, John Christopher","WCWP 100 - Academic Writing (A)","S218","15","4","50.0%","100.0%","7.50","B- (2.75)","N/A"
"Veal, Adam","WCWP 100 - Academic Writing (B)","S218","15","13","92.3%","92.3%","7.12","B+ (3.69)","N/A"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (A)","S218","16","6","66.7%","100.0%","10.17","B (3.17)","N/A"
"Blomstedt, Elizabeth Ann","WCWP 10B - The Writing Course B (B)","S218","16","3","100.0%","100.0%","8.50","B+ (3.50)","N/A"
"Griffin, Stephen Edward","WCWP 100 - Academic Writing (A)","S118","14","7","83.3%","100.0%","8.83","B (3.17)","N/A"
"Pesch, Katrin","WCWP 10B - The Writing Course B (A)","S118","16","15","60.0%","100.0%","8.50","B (3.07)","N/A"
"Ridlen, Timothy Michael","WCWP 10B - The Writing Course B (B)","S118","15","14","61.5%","100.0%","8.65","B+ (3.36)","N/A"
"Blomstedt, Elizabeth Ann","WCWP 100 - Academic Writing (A)","SP18","20","20","89.5%","100.0%","7.17","B+ (3.31)","B+ (3.31)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","SP18","20","17","76.5%","100.0%","7.79","B (3.12)","B (3.08)"
"Young, Mark T","WCWP 100 - Academic Writing (C)","SP18","18","6","66.7%","100.0%","3.50","B+ (3.40)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (D)","SP18","20","5","100.0%","100.0%","5.00","B (3.25)","B+ (3.47)"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","SP18","78","39","75.8%","87.1%","7.81","B- (2.86)","B- (2.95)"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (0)","SP18","511","372","55.6%","77.8%","5.92","B (3.11)","B (3.18)"
"Blomstedt, Elizabeth Ann","WCWP 100 - Academic Writing (A)","WI18","20","8","100.0%","100.0%","5.36","A- (3.86)","B+ (3.59)"
"Young, Mark T","WCWP 100 - Academic Writing (B)","WI18","20","10","100.0%","100.0%","7.90","B+ (3.30)","B+ (3.42)"
"Young, Mark T","WCWP 100 - Academic Writing (C)","WI18","17","5","100.0%","100.0%","6.10","B+ (3.40)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (D)","WI18","18","18","100.0%","100.0%","6.94","B (3.28)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (E)","WI18","18","17","76.5%","100.0%","6.50","B+ (3.41)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (F)","WI18","20","19","78.9%","100.0%","6.82","B (3.16)","B (3.17)"
"Young, Mark T","WCWP 100 - Academic Writing (G)","WI18","17","9","88.9%","100.0%","5.61","B+ (3.33)","N/A"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","WI18","227","182","62.3%","78.9%","5.81","B (3.10)","B (3.08)"
"Gagnon, Jeffrey C","WCWP 10B - The Writing Course B (0)","WI18","363","240","57.9%","70.7%","6.55","B (3.10)","B (3.07)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (A)","FA17","19","18","61.1%","94.4%","6.72","B (3.11)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","FA17","20","18","100.0%","94.4%","8.39","B+ (3.33)","B+ (3.44)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (C)","FA17","18","18","94.4%","100.0%","6.74","B+ (3.33)","N/A"
"Blomstedt, Elizabeth Ann","WCWP 100 - Academic Writing (D)","FA17","20","12","90.9%","100.0%","5.95","B+ (3.55)","B+ (3.44)"
"Young, Mark T","WCWP 100 - Academic Writing (E)","FA17","18","5","80.0%","100.0%","3.30","B+ (3.40)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (F)","FA17","18","7","71.4%","71.4%","11.93","B+ (3.43)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (G)","FA17","18","8","87.5%","87.5%","8.50","B (3.13)","N/A"
"Gagnon, Jeffrey C","WCWP 10A - The Writing Course A (0)","FA17","597","509","65.9%","80.0%","5.59","B (3.18)","B (3.12)"
"Susi, Natalie","WCWP 100 - Academic Writing (A)","S217","12","3","66.7%","100.0%","11.83","A (4.00)","N/A"
"Coulter, Jane Elisabeth","WCWP 10B - The Writing Course B (A)","S217","15","3","0.0%","100.0%","14.50","B+ (3.50)","N/A"
"Veal, Adam","WCWP 100 - Academic Writing (A)","S117","15","4","100.0%","100.0%","12.50","B+ (3.67)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (A)","SP17","16","16","81.3%","93.8%","10.50","B+ (3.44)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","SP17","17","16","43.8%","100.0%","7.88","B+ (3.38)","N/A"
"Veal, Adam","WCWP 100 - Academic Writing (C)","SP17","20","6","60.0%","100.0%","8.90","A- (3.80)","B+ (3.66)"
"Young, Mark T","WCWP 100 - Academic Writing (D)","SP17","14","7","100.0%","100.0%","7.17","B+ (3.33)","N/A"
"Roxworthy, Emily","WCWP 10A - The Writing Course A (0)","SP17","80","45","70.6%","88.2%","7.00","B (3.00)","B (3.03)"
"Roxworthy, Emily","WCWP 10B - The Writing Course B (0)","SP17","470","218","61.8%","74.2%","6.98","B (3.19)","B (3.18)"
"Veal, Adam","WCWP 100 - Academic Writing (A)","WI17","20","9","87.5%","100.0%","6.25","B (3.25)","B+ (3.55)"
"Veal, Adam","WCWP 100 - Academic Writing (B)","WI17","19","8","71.4%","100.0%","5.07","B+ (3.60)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (C)","WI17","18","5","80.0%","100.0%","4.50","B+ (3.60)","N/A"
"Pantoja, Jennifer Metten","WCWP 100 - Academic Writing (D)","WI17","19","8","100.0%","100.0%","5.93","A- (3.86)","N/A"
"Pantoja, Jennifer Metten","WCWP 100 - Academic Writing (E)","WI17","19","10","100.0%","100.0%","5.83","A- (3.78)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (F)","WI17","20","20","90.0%","100.0%","7.03","B (3.10)","B+ (3.35)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (G)","WI17","20","19","89.5%","94.7%","6.71","B (3.21)","B+ (3.35)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (H)","WI17","20","20","85.0%","90.0%","7.40","B+ (3.35)","B+ (3.35)"
"Roxworthy, Emily","WCWP 10A - The Writing Course A (0)","WI17","289","168","66.4%","84.3%","7.48","B (3.19)","B (3.07)"
"Roxworthy, Emily","WCWP 10B - The Writing Course B (0)","WI17","341","154","56.3%","80.5%","7.47","B (3.13)","B (3.19)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (0)","FA16","57","55","65.5%","92.7%","7.77","B (3.24)","B (3.27)"
"Veal, Adam","WCWP 100 - Academic Writing (0)","FA16","39","20","78.9%","94.7%","5.32","A- (3.78)","A- (3.73)"
"Young, Mark T","WCWP 100 - Academic Writing (0)","FA16","17","6","80.0%","100.0%","10.50","B (3.20)","N/A"
"Roxworthy, Emily","WCWP 10A - The Writing Course A (0)","FA16","561","320","66.3%","84.2%","7.76","B (3.04)","B (3.16)"
"Roxworthy, Emily","WCWP 10B - The Writing Course B (0)","FA16","27","15","69.2%","84.6%","9.67","B (3.08)","B (3.09)"
"Gonzales, Paulina Margarita","WCWP 100 - Academic Writing (A)","S116","17","6","50.0%","50.0%","12.50","B (3.00)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (A)","SP16","14","6","40.0%","80.0%","10.10","A- (3.80)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (B)","SP16","12","4","75.0%","75.0%","10.00","B (3.25)","N/A"
"Gocsik, Karen Marie","WCWP 10A - The Writing Course A (0)","SP16","80","39","58.8%","64.7%","9.56","B (3.13)","C+ (2.69)"
"Bauer, Holly Jean","WCWP 10B - The Writing Course B (0)","SP16","19","7","71.4%","100.0%","11.93","B+ (3.43)","N/A"
"Gocsik, Karen Marie","WCWP 10B - The Writing Course B (0)","SP16","317","116","61.0%","74.3%","7.02","B (3.16)","B (3.06)"
"Young, Mark T","WCWP 100 - Academic Writing (A)","WI16","14","4","50.0%","100.0%","11.50","B+ (3.50)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (B)","WI16","17","11","27.3%","63.6%","8.68","B+ (3.36)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (C)","WI16","13","5","80.0%","100.0%","7.70","B (3.20)","N/A"
"Young, Mark T","WCWP 100 - Academic Writing (D)","WI16","16","9","55.6%","100.0%","7.83","B+ (3.56)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (E)","WI16","19","11","63.6%","100.0%","10.10","B+ (3.36)","N/A"
"McCleary, Keith Long","WCWP 100 - Academic Writing (F)","WI16","16","9","62.5%","100.0%","9.50","B- (2.75)","N/A"
"Gocsik, Karen Marie","WCWP 10A - The Writing Course A (0)","WI16","194","97","72.4%","89.7%","8.18","B (3.24)","B- (2.95)"
"Gocsik, Karen Marie","WCWP 10B - The Writing Course B (0)","WI16","214","116","68.0%","84.5%","7.16","B (3.20)","B (3.07)"
"McCleary, Keith Long","WCWP 100 - Academic Writing (0)","FA15","49","20","65.0%","100.0%","10.90","B+ (3.35)","B (3.15)"
"Young, Mark T","WCWP 100 - Academic Writing (0)","FA15","56","28","70.4%","92.6%","9.76","B (3.07)","B (3.20)"
"Gocsik, Karen Marie","WCWP 10A - The Writing Course A (0)","FA15","560","302","55.7%","77.9%","8.06","B (3.14)","B (3.04)"
"Bauer, Holly Jean","WCWP 100 - Academic Writing (A)","S215","14","6","50.0%","100.0%","14.50","A- (3.75)","N/A"
"Gonzales, Paulina Margarita","WCWP 10B - The Writing Course B (A)","S215","14","3","100.0%","100.0%","13.50","B (3.00)","N/A"
"O'Keefe, Amy Merrill","WCWP 10A - The Writing Course A (A)","S115","10","3","66.7%","33.3%","14.50","C+ (2.67)","N/A"
"Coulter, Jane Elisabeth","WCWP 10B - The Writing Course B (A)","S115","10","4","100.0%","100.0%","14.00","B+ (3.50)","N/A"
