"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Ochoa, Benjamin Lawrence","CSE 8B - Intro to Programming 2 (A)","SP22","124","68","68.2%","56.1%","10.11","B- (2.97)","C (2.09)"
"Minnes Kemp, Mor Mia","CSE 95 - Tutor Apprentice (A)","SP22","47","20","89.5%","100.0%","1.76","A (4.00)","N/A"
"Moshiri, Alexander Niema","CSE 100 - Advanced Data Structures (A)","WI22","470","383","98.2%","98.1%","8.46","B+ (3.55)","B (3.15)"
"Kane, Daniel Mertz","CSE 101 - Design & Analysis of Algorithm (A)","WI22","160","58","89.1%","92.7%","12.09","B (3.26)","B (3.11)"
"Saha, Barna","CSE 101 - Design & Analysis of Algorithm (B)","WI22","130","40","82.5%","82.5%","8.55","B (3.10)","B+ (3.46)"
"Lovett, Shachar","CSE 105 - Theory of Computation (A)","WI22","340","297","84.1%","89.8%","8.68","B (3.28)","B+ (3.57)"
"Miranda, Gregory Joseph","CSE 11 - Accel. Intro to Programming (A)","WI22","345","177","77.5%","70.3%","9.24","B+ (3.34)","B+ (3.32)"
"Griswold, William G.","CSE 110 - Software Engineering (A)","WI22","211","83","56.1%","32.5%","13.91","B+ (3.42)","B (3.26)"
"Cao, Yingjun","CSE 12 - Basic Data Struct & OO Design (A)","WI22","350","156","93.5%","91.5%","8.41","A- (3.81)","B (3.22)"
"Alvarado, Christine J.","CSE 12 - Basic Data Struct & OO Design (B)","WI22","237","117","96.5%","98.2%","8.61","A- (3.85)","B (3.25)"
"Pasquale, Joseph","CSE 120 - Princ/Computer Operating Systm (A)","WI22","224","93","92.0%","97.7%","9.55","B+ (3.36)","B (3.23)"
"Pasquale, Joseph","CSE 120 - Princ/Computer Operating Systm (B)","WI22","205","82","92.4%","93.7%","8.35","B+ (3.45)","B (3.29)"
"Snoeren, Alex C.","CSE 123 - Computer Networks (A)","WI22","84","27","68.0%","84.0%","14.35","C+ (2.64)","B- (3.00)"
"Heninger, Nadia A","CSE 127 - Intro to Computer Security (A)","WI22","186","62","86.9%","80.3%","10.03","B (3.11)","B (3.05)"
"Jhala, Ranjit","CSE 130 - Progrmng Lang:Princpl&Paradigm (A)","WI22","158","59","94.6%","96.4%","8.54","B+ (3.45)","B (3.03)"
"Vianu, Victor Dan","CSE 132A - Database System Principles (A)","WI22","185","69","85.3%","83.8%","7.24","B (3.13)","B (3.04)"
"Powell, Thomas Allan","CSE 134B - Web Client Languages (A)","WI22","181","53","84.6%","80.8%","8.58","B+ (3.52)","B (3.11)"
"Rosing, Tajana Simunic","CSE 140 - Component&Desgn Tech/Digtl Sys (A)","WI22","136","128","74.2%","84.4%","9.45","B (3.10)","B- (2.74)"
"Rosing, Tajana Simunic","CSE 140 - Component&Desgn Tech/Digtl Sys (B)","WI22","129","123","83.7%","86.2%","9.34","B (3.28)","B (3.00)"
"Eldon, John","CSE 140L - Digital Systems Laboratory (A)","WI22","286","132","84.7%","88.7%","7.02","A- (3.71)","B+ (3.68)"
"Zhao, Jishen","CSE 141 - Intro/Computer Architecture (A)","WI22","200","185","91.9%","93.5%","6.69","B+ (3.63)","A- (3.74)"
"Pannuto, Patrick William","CSE 141L - Project/Computer Architecture (A)","WI22","174","67","68.2%","92.4%","9.05","B+ (3.55)","B+ (3.38)"
"Cottrell, Garrison W","CSE 151B - Deep Learning (A)","WI22","164","49","77.1%","64.6%","15.52","B+ (3.57)","B+ (3.51)"
"Su, Hao","CSE 152A - Intro to Comp Vision I (A)","WI22","177","63","94.8%","91.4%","7.32","A- (3.85)","A- (3.83)"
"Politz, Joseph Gibbs","CSE 15L - Software Tools&Techniques Lab (A)","WI22","137","79","98.7%","100.0%","3.82","A- (3.92)","B+ (3.69)"
"Politz, Joseph Gibbs","CSE 15L - Software Tools&Techniques Lab (B)","WI22","140","90","98.9%","100.0%","3.90","A- (3.92)","B+ (3.67)"
"Politz, Joseph Gibbs","CSE 15L - Software Tools&Techniques Lab (C)","WI22","285","149","94.5%","97.9%","3.92","A- (3.94)","A- (3.77)"
"Kastner, Ryan Charles","CSE 160 - Intro to Parallel Computing (A)","WI22","115","39","89.7%","94.9%","7.55","B+ (3.69)","B (3.28)"
"Ramamoorthi, Ravi","CSE 167 - Computer Graphics (A)","WI22","154","118","83.9%","85.6%","11.08","B+ (3.42)","B (3.30)"
"Rotenberg, Steven Paul","CSE 169 - Computer Animation (A)","WI22","39","20","94.7%","94.7%","10.39","B+ (3.39)","B+ (3.33)"
"Xia, Haijun","CSE 170 - Interaction Design (A)","WI22","108","81","77.5%","87.5%","5.12","A- (3.76)","A- (3.71)"
"Swanson, Steven James","CSE 176E - Robotic Sys Design & Implemnt (A)","WI22","16","9","100.0%","100.0%","13.25","B+ (3.63)","N/A"
"Pevzner, Pavel Arkadjevich","CSE 181 - Molecular Sequence Analysis (A)","WI22","11","10","88.9%","88.9%","17.50","B+ (3.50)","N/A"
"Bandeira, Nuno Filipe Cabrita","CSE 190 - Topics/Computer Sci & Engineer (A)","WI22","40","14","85.7%","92.9%","6.35","B (3.25)","B- (2.83)"
"Munyaka, Imani N. S.","CSE 194 - Race, Gender & Computing (A)","WI22","44","16","87.5%","87.5%","4.25","A- (3.94)","A- (3.76)"
"Alvarado, Christine J.","CSE 198 - Direct Group Study (0)","WI22","38","10","87.5%","100.0%","9.07","A (4.00)","N/A"
"Stefan, Deian","CSE 198 - Direct Group Study (0)","WI22","5","3","100.0%","100.0%","6.50","A (4.00)","N/A"
"Jones, Miles E","CSE 20 - Discrete Mathematics (A)","WI22","289","145","85.7%","90.7%","7.18","B+ (3.52)","B (3.30)"
"Jones, Miles E","CSE 21 - Math/Algorithm&Systems Analys (A)","WI22","272","138","86.9%","88.3%","8.66","B+ (3.34)","B (3.27)"
"Chin, Bryan W.","CSE 30 - Computer Organiz&Systms Progrm (A)","WI22","175","146","89.0%","93.1%","12.38","B (3.29)","B- (2.88)"
"Obaido, George Rabeshi","CSE 30 - Computer Organiz&Systms Progrm (B)","WI22","118","101","89.1%","90.1%","11.77","B (3.23)","B- (2.92)"
"Moshiri, Alexander Niema","CSE 87 - Freshman Seminar (A)","WI22","15","10","100.0%","100.0%","1.30","B+ (3.67)","N/A"
"Cottrell, Garrison W","CSE 87 - Freshman Seminar (B)","WI22","21","9","88.9%","88.9%","0.72","A (4.00)","N/A"
"Cao, Yingjun","CSE 8A - Intro to Programming 1 (A)","WI22","345","255","91.7%","96.0%","7.56","B+ (3.53)","B (3.10)"
"Miranda, Gregory Joseph","CSE 8B - Intro to Programming 2 (A)","WI22","306","134","92.2%","88.1%","8.48","B+ (3.46)","B+ (3.37)"
"Elsherif, May Elhussein","CSE 8B - Intro to Programming 2 (B)","WI22","133","48","91.5%","85.1%","7.65","B+ (3.67)","B+ (3.34)"
"Politz, Joseph Gibbs","CSE 95 - Tutor Apprentice (A)","WI22","48","22","90.5%","100.0%","1.70","A (4.00)","N/A"
"Moshiri, Alexander Niema","CSE 100 - Advanced Data Structures (A)","FA21","233","187","95.7%","98.4%","8.60","B+ (3.55)","B (3.16)"
