"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Otto, Peter G","ICAM 160B  - Senior Prjct/Computing Arts II (B)","SP11","20","10","90.0%","90.0%","8.90","A- (3.90)","A- (3.94)"
"Stalbaum, Brett","ICAM 40   - Introduction/Computing in Arts (A)","SP11","95","28","84.6%","88.5%","4.20","N/A","B+ (3.57)"
"Alexander, Amy J","ICAM 102   - Time&Process Digital Media I   (A)","WI11","59","17","70.6%","75.0%","7.21","N/A","B- (2.99)"
"Bratton, Benjamin H.","ICAM 130   - Contemporary Computer Topics   (A)","WI11","17","12","91.7%","100.0%","6.67","N/A","N/A"
"Manovich, Lev Z","ICAM 150   - History of Art and Technology  (A)","WI11","136","57","64.9%","71.9%","3.94","N/A","B (3.18)"
"Alexander, Amy J","ICAM 160A  - Senior Projct/Computing Arts I (A)","WI11","9","6","83.3%","83.3%","6.50","B+ (3.33)","N/A"
"Otto, Peter G","ICAM 160A  - Senior Projct/Computing Arts I (B)","WI11","20","7","100.0%","85.7%","8.50","A- (3.86)","A- (3.76)"
"Moore, F Richard","ICAM 160B  - Senior Prjct/Computing Arts II (A)","WI11","21","9","88.9%","100.0%","9.61","A- (3.88)","A (4.00)"
"Stalbaum, Brett","ICAM 40   - Introduction/Computing in Arts (A)","WI11","81","27","80.0%","88.5%","4.57","N/A","B+ (3.64)"
"Bratton, Benjamin H.","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","FA10","55","19","63.2%","68.4%","6.92","N/A","B- (2.88)"
"Dubnov, Shlomo","ICAM 103 - Musical Acoustics              (A)","FA10","96","66","62.5%","37.5%","4.59","N/A","B (3.21)"
"Crandall, Jordan","ICAM 130 - Contemporary Computer Topics   (A)","FA10","10","9","77.8%","100.0%","5.83","N/A","N/A"
"Stalbaum, Brett","ICAM 130 - Contemporary Computer Topics   (B)","FA10","16","7","85.7%","100.0%","6.50","N/A","N/A"
"Spellman, Lisa Naomi","ICAM 160A  - Senior Projct/Computing Arts I (A)","FA10","10","5","100.0%","80.0%","6.50","A- (3.80)","N/A"
"Moore, F Richard","ICAM 160A  - Senior Projct/Computing Arts I (B)","FA10","13","4","100.0%","100.0%","5.50","A (4.00)","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","FA10","119","62","73.8%","80.3%","5.30","N/A","B+ (3.52)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","SP10","49","20","90.0%","85.0%","7.20","N/A","B- (2.95)"
"Knowlton, Jeff","ICAM 102 - Time&Process Digital Media I   (A)","SP10","50","21","76.2%","76.2%","5.03","N/A","B- (2.87)"
"Brown, Sheldon Glenn","ICAM 110 - Computing/Arts: Current Pract  (A)","SP10","73","33","75.8%","93.9%","3.00","B+ (3.65)","B+ (3.48)"
"Crandall, Jordan","ICAM 130 - Contemporary Computer Topics   (A)","SP10","16","4","50.0%","75.0%","3.50","N/A","N/A"
"Manovich, Lev Z","ICAM 160B  - Senior Prjct/Computing Arts II (A)","SP10","19","8","87.5%","50.0%","7.93","A- (3.88)","N/A"
"Steiger, Rand","ICAM 160B  - Senior Prjct/Computing Arts II (B)","SP10","19","4","75.0%","50.0%","11.50","A- (3.75)","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","SP10","110","42","56.1%","73.2%","4.64","N/A","B+ (3.45)"
"Bratton, Benjamin H.","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","WI10","46","21","66.7%","66.7%","4.98","N/A","B+ (3.53)"
"Alexander, Amy J","ICAM 102 - Time&Process Digital Media I   (A)","WI10","40","17","82.4%","88.2%","5.68","N/A","B+ (3.44)"
"Morgan, James I.","ICAM 120 - Virtual Environments           (A)","WI10","15","7","85.7%","85.7%","4.79","A (4.00)","N/A"
"Brown, Sheldon Glenn","ICAM 130 - Contemporary Computer Topics   (A)","WI10","13","4","100.0%","100.0%","11.00","N/A","N/A"
"Dominguez, Ricardo","ICAM 130 - Contemporary Computer Topics   (B)","WI10","11","4","50.0%","75.0%","7.17","N/A","N/A"
"Crandall, Jordan","ICAM 150 - History of Art and Technology  (A)","WI10","120","45","46.7%","53.3%","4.37","N/A","B+ (3.58)"
"Bratton, Benjamin H.","ICAM 160A  - Senior Projct/Computing Arts I (A)","WI10","18","8","75.0%","87.5%","4.25","B+ (3.63)","N/A"
"Steiger, Rand","ICAM 160A  - Senior Projct/Computing Arts I (B)","WI10","18","5","80.0%","80.0%","7.00","A (4.00)","N/A"
"Otto, Peter G","ICAM 160B  - Senior Prjct/Computing Arts II (B)","WI10","11","4","100.0%","100.0%","8.50","A- (3.75)","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","WI10","102","35","65.7%","82.9%","4.56","N/A","B+ (3.62)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","FA09","39","22","72.7%","45.5%","4.50","N/A","B+ (3.43)"
"Moore, F Richard","ICAM 103 - Musical Acoustics              (A)","FA09","95","39","74.4%","66.7%","4.13","N/A","B- (2.86)"
"Manovich, Lev Z","ICAM 130 - Contemporary Computer Topics   (A)","FA09","13","11","72.7%","72.7%","3.59","N/A","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","FA09","148","30","70.0%","73.3%","4.57","N/A","B+ (3.40)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","SP09","40","33","48.5%","36.4%","3.56","N/A","B+ (3.46)"
"Alexander, Amy J","ICAM 102 - Time&Process Digital Media I   (A)","SP09","46","28","74.1%","96.3%","5.57","N/A","B+ (3.49)"
"Brown, Sheldon Glenn","ICAM 110 - Computing/Arts: Current Pract  (A)","SP09","94","59","60.3%","68.4%","1.69","B+ (3.49)","B+ (3.56)"
"Bratton, Benjamin H.","ICAM 130 - Contemporary Computer Topics   (B)","SP09","14","14","71.4%","64.3%","5.36","N/A","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","SP09","224","30","76.7%","86.7%","5.70","N/A","B+ (3.39)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","WI09","48","31","53.3%","70.0%","3.17","N/A","B+ (3.61)"
"Alexander, Amy J","ICAM 102 - Time&Process Digital Media I   (A)","WI09","41","32","68.8%","83.3%","5.13","N/A","B+ (3.50)"
"Manovich, Lev Z","ICAM 150 - History of Art and Technology  (A)","WI09","124","58","53.4%","48.3%","2.95","N/A","B (3.11)"
"Otto, Peter G","ICAM 160A  - Senior Projct/Computing Arts I (B)","WI09","16","13","100.0%","100.0%","12.50","A- (3.85)","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","WI09","166","33","81.8%","97.0%","3.95","N/A","B+ (3.49)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","FA08","46","31","58.1%","50.0%","3.34","N/A","B+ (3.30)"
"Puckette, Miller S.","ICAM 103 - Musical Acoustics              (A)","FA08","94","29","68.0%","51.9%","4.22","N/A","B- (2.74)"
"Alexander, Amy J","ICAM 130 - Contemporary Computer Topics   (A)","FA08","15","11","100.0%","100.0%","3.59","N/A","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","FA08","218","33","72.7%","84.8%","4.32","N/A","A- (3.73)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","SP08","43","11","50.0%","27.3%","3.41","N/A","B+ (3.63)"
"Almeida, Jane","ICAM 110 - Computing/Arts: Current Pract  (A)","SP08","60","29","69.0%","58.6%","2.16","B+ (3.69)","B (3.16)"
"Manovich, Lev Z","ICAM 130 - Contemporary Computer Topics   (C)","SP08","15","9","100.0%","88.9%","6.06","N/A","N/A"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","SP08","222","64","75.0%","87.5%","4.06","N/A","B+ (3.59)"
"Spellman, Lisa Naomi","ICAM 101 - Digtl Imaging:Image&Interactiv (A)","WI08","43","29","86.2%","79.3%","4.14","N/A","B+ (3.68)"
"Alexander, Amy J","ICAM 102 - Time&Process Digital Media I   (A)","WI08","36","24","91.7%","87.5%","6.42","N/A","B+ (3.69)"
"Manovich, Lev Z","ICAM 150 - History of Art and Technology  (A)","WI08","118","57","70.2%","63.2%","2.92","N/A","B+ (3.51)"
"Stalbaum, Brett","ICAM 40 - Introduction/Computing in Arts (A)","WI08","168","21","61.9%","90.5%","4.88","N/A","B+ (3.42)"
"Moore, F Richard","ICAM 103 - Musical Acoustics              (A)","FA07","46","26","65.4%","53.8%","4.88","N/A","N/A"
"Boyer, Steve","ICAM 130 - Contemporary Computer Topics   (C)","FA07","14","11","90.9%","100.0%","2.68","N/A","N/A"
