"Instructor","Course","Term","Enroll","Evals Made","Rcmnd Class","Rcmnd Instr","Study Hrs/wk","Avg Grade Expected","Avg Grade Received"
"Cisneros, Melissa","TDDM 1 - Introduction to Dance Making (A)","S122","17","6","50.0%","50.0%","0.50","A (4.00)","N/A"
"Salovey, Todd","TDGE 1 - Introduction to Theatre (A)","S122","48","4","100.0%","100.0%","3.00","A- (3.75)","A- (3.90)"
"Huynh, Michelle Vy","TDGE 10 - Theatre and Film (A)","S122","46","10","100.0%","100.0%","3.50","B+ (3.63)","B+ (3.54)"
"Fulton, Julia","TDGE 10 - Theatre and Film (B)","S122","49","11","90.9%","90.9%","3.23","A- (3.82)","A- (3.80)"
"Williams, Madison Mae","TDGE 11 - Great Performances on Film (A)","S122","36","6","83.3%","83.3%","5.50","A- (3.80)","B+ (3.59)"
"Huynh, Michelle Vy","TDGE 11 - Great Performances on Film (B)","S122","50","7","100.0%","100.0%","3.64","A- (3.71)","B+ (3.65)"
"Fulton, Julia","TDGE 124 - Cult Films: Weirdly Dramatic (A)","S122","49","11","100.0%","100.0%","3.23","A (4.00)","A- (3.84)"
"Reimer, Jonathan Charles","TDGE 125 - Topics in Theatre and Film (A)","S122","45","8","100.0%","100.0%","4.00","A (4.00)","A- (3.86)"
"Guirguis, Mark C","TDGE 125GS - Topics in Theatre and Film (A)","S122","14","4","100.0%","100.0%","4.50","B+ (3.67)","N/A"
"Adler, Steven","TDHT 114 - American Musical Theatre (A)","S122","23","8","87.5%","75.0%","3.75","A- (3.75)","B (3.20)"
"Caligagan, Maria T.","TDMV 1 - Beginning Ballet (A)","S122","15","3","100.0%","100.0%","1.17","A (4.00)","N/A"
"Weinberg, Sadie","TDMV 2 - Beginning Contemporary Dance (A)","S122","21","7","100.0%","100.0%","1.30","A (4.00)","A- (3.95)"
"Rincon, Alicia","TDMV 3 - Beginning Jazz (A)","S122","23","3","100.0%","100.0%","2.50","B+ (3.50)","A- (3.99)"
"Walsh, Kim C.","TDAC 1 - Introduction to Acting (A)","SP22","20","8","87.5%","75.0%","4.75","A- (3.71)","B+ (3.46)"
